Transaction ID	Transaction Type	Timestamp	Sender	Receiver	Amount (in BTC)
66e26e1cd7bc8bd79cfaa67ba97228e08df99eb27c103e49d10c59f40c3ac5fc	init	0	coinbase	0	22
c64270a39f021a9462dc153f688f006605f7015eb0e0c995d49f14a805dcd901	init	0	coinbase	1	22
a4edc896fc10a8d8a4f3dede98c36fd4d4c4cafb447724a181ae8041d8c080f5	init	0	coinbase	2	35
3e0e6324b12e515068adccdb778ca5c4840e365dccff5e37b0f4f58c4222b90a	init	0	coinbase	3	39
f938b0cbb6974eaf4ca10d235d11a6e19fe3dda382e7bef7ad9459d28d7b23dd	init	0	coinbase	4	34
fb201c902627f38ae99e1653904af11b45f4ffbfae29093d8ebe44ce99ca5e05	init	0	coinbase	5	31
b939fa829827b380f2f5a4689ea235eb6a2ee14b560b617bdb3b5bc0acf252ef	init	0	coinbase	6	29
92d08be0ab13612fcfbff022334ce88e84b09579021a78bb7a1184ff890bfc68	init	0	coinbase	7	30
e75966dc6a7f0d6bcb2fc8d3e18d65177650a49e5b2f5945a9280b120caaf9be	init	0	coinbase	8	33
565768c8caa60b9ceb3b17279d31b41c3709e48218622a1e9502f09df6080e29	init	0	coinbase	9	39
7fd7e44d99fbef068e2bc861ca7ff85779245d10037ddc40d334b2db7798a88e	init	0	coinbase	10	39
d781128e4bc9d0754cc58bf2f0e2a50089c4914ccc1439c5ef47515c05405781	init	0	coinbase	11	28
0020e8fec109048651f919557f7a051e6f728a05b83633b39e97379f8003b916	init	0	coinbase	12	35
8ffd0c8361034efe10549cc287a5e5424431273913ee63bf21dc2614f9ca068c	init	0	coinbase	13	23
644a52402ba65f614eb5400165c509aac985164b7a0777769bc1edfa8fb2f515	init	0	coinbase	14	32
7253f87cfdd2890cfe0a01d9b6f85980df1ec370db49d0fdae076e86319371e0	init	0	coinbase	15	29
fa011d556313b5b2e3432653db936bedfd02789850199fca9e4d7b895d3f9eeb	init	0	coinbase	16	30
cbc83ace3221913f68aa2b61b906a78b0ce01ef337a5c947d1e167f8e114287a	init	0	coinbase	17	20
