Transaction ID	Transaction Type	Timestamp	Sender	Receiver	Amount (in BTC)
7d8dae7cb6119dd0639b8fd2264906a57d52a78a38c17d16cbb1c03f0e2f61a1	init	0	coinbase	0	26
287a6ea0880bee86b4de94def12cf31e8d25f24c54cebfe92149428264597d78	init	0	coinbase	1	23
0014e04cb6b447f87843671ea38912f96510e18285512426f4b19fddd0767406	init	0	coinbase	2	20
3e0e6324b12e515068adccdb778ca5c4840e365dccff5e37b0f4f58c4222b90a	init	0	coinbase	3	39
e6d43f7d180ca9e71b0b4d7675619658282998fb7dd72ed0700c8db41951978b	init	0	coinbase	4	29
97ee8a8bad131d03429df511e47c1118a4d9499752d2405c0f8433ab9e257be9	init	0	coinbase	5	39
74fe15b35192d8d6bd193e0595ce634b56db75a8d335b12fcefc72c6ef81f9ab	init	0	coinbase	6	22
445c55850c4ef754d8aab9814e7c04d2bd27ff09c283054532e51adeaa3d0b46	init	0	coinbase	7	36
c9e80fd5623422dae2ba8687c3295b0b19b66e1c3f5005a7c6479d5a8f060185	init	0	coinbase	8	25
5fa1c6ddda7371bd8116c324d79a2fc3ff07e686a5cbbd09a128b98e89718fc2	init	0	coinbase	9	32
bb7580160b4eb3ccdac5a2f64040c696088d1dba658bbc869e094d84cec343ae	init	0	coinbase	10	33
2795d4dc870f0232963f4bb2a92e2973692d072aa4334e1cea261a55d265fbda	init	0	coinbase	11	20
dde47833912bbd94a64c1ae6187db479324c9b39ec423f380845f3d79208867b	init	0	coinbase	12	21
a014ec654656b1278126ae6a11860dad13a3cbbdb4ed1341fe8f2f8c4f1485cb	init	0	coinbase	13	31
f7e8c6c26a36fc177c7d76e8a4b3a934e3497879c07211b4d0df08b847af46ec	init	0	coinbase	14	20
9f1b4154b2e7d8b24382715ca6051c3295cec77d424c5ee81cc11aa5223c211d	init	0	coinbase	15	27
bf11150531b66b55c8e336bdf82d4bec2e9acf45506322a004acaff5b5e4e63b	init	0	coinbase	16	28
7a0533eacd149ac14700fa45a8077d14cfab96204d5ce883fdc4a368eeb468fe	init	0	coinbase	17	38
0db100dafd8520399ed38471c17aa80ae952f1da359f402c1486bc2ee0c98123	init	0	coinbase	18	21
89f222590e6a258a670c47356b303d372ce83859ce6f3d3957192c8b94736b21	init	0	coinbase	19	26
9215473eff9a9b545d2a1f924bdeb081eb08a24a05d59033f719ec43659b2ce5	payment	0.12483748369241067	15	4	10
7bcbd1918eacc66859e02f7bce55d18d7c2e3ff82c5567ae89a387dafb2d8148	payment	0.11722272427474435	10	14	13
d7448e5281ce2fb3e57831ddd3f96e5518ad5bff7a6576e9e88b7bcedf34f9e9	payment	0.20019651023155094	5	12	25
bf70e44c6dce0a047974bf689dbbc8cb2ec1880631c5f307b9d4196e434ba95e	payment	0.09836829008080615	4	16	20
3134a99f71d5ad51a5112c2c4907b4d7fa5f1bb7576316602cd691e586aea7cb	payment	0.34553406550916776	15	2	8
2ab4e99c8a94733ed71b2c971a38717bbcf90e4282af766379b3066f415d0d68	payment	0.37910772508914353	10	16	20
f017083598a614c5189ce5006b378345ff91f4036c7d07e44294a7e758bbc083	payment	0.2897016601114163	17	6	27
36d27dd7aa7ccc0678aebd9fb74e96d4b4b85c6e4440135f7afef4268dc8ded6	payment	0.3349355541355165	18	13	19
8906037ded404ec7607eae0badda98f2791c318bf19e266e735cdc44a12a8df7	payment	0.3884757099202114	9	19	31
48fc4841ac31b17cd90dff205cab329d8dc364020a0d66925c1399d3b346c7c1	payment	0.2605983739199596	16	0	27
f5a28de0e9cee906369e2fb13441c83d995d0e4179d324d6e0a7470e15d4b25a	payment	0.7409894059287243	14	19	10
818962b57d0611e5ac59c777aa3729a687691bf71ef0d1b26fd19e47a5ed9c2f	payment	0.6480194876468636	13	19	23
4825ac0827c187bcaa02396466830b73fd551829fd79b111f72039f274af9a11	payment	0.8075231861589939	2	11	5
ab35009a51553d94a807a6a176d932c4409e6b2c8282bdb3e6468dd2b1c3b7a3	payment	0.6388775838886004	4	12	16
82f52af143b44cb23e75249ebece888037d826e101a2a908479c77ff46c977cb	payment	0.8757547046914957	15	5	7
157f473d5e38334c85554330a3dcc48a91c55043678336e8161b17470424b4ec	payment	0.5613640917976767	16	17	22
da8b3419b282feb1c90e6b5cb1a5f4543ae0431796258327767ebf14adb8c674	payment	0.8461156016196725	13	14	2
2e84d13953284b484b484c5d94caa123719e06cbc5c80f63f10a2829a4ca8290	payment	1.0439463586871676	6	2	1
b70b8b7eb79c5793e03ad78f975277b79bcb435a1222fa94ce7c9f868c13daae	payment	1.1139997455428363	6	17	19
452c053d03d26b6a4d6384be67c66b8d8fa77519f5e8196763fe3f70a1dcfa8d	payment	1.061187922931748	17	9	11
3dc90091a7a122e5676d6f2b5c2a0a9515db0228ae490a0455c8c87aff0419d5	payment	1.1413093584456164	13	16	16
96a9087f3c3579921ba66d2c50a98f27b43ce4ad10b32003a14d00f488cf5025	payment	1.1122226295270923	11	5	4
c5da0563c320842273f461cc51948797fe0b6223ff4695301994ecf373992024	payment	1.216115689867935	0	5	2
b21930cad92436ca5a3fa46247b367783a85c66eb8a5af9d9458e722753304b1	payment	1.4442791306038678	2	12	19
a2dafeae5dd81d513a15fc98ec3e4614b1397e79e789f30e79b71ae028f92932	payment	1.5141399865124334	1	7	8
825cfe0003fd4015f8135c9d594a4e466cdfc853683abefd63cb0a63e529764a	payment	1.5211822103508474	6	4	18
983ed7af8b4e89f82ff544fa1c62889ed23a9150aab16c73164642c8cc9b6fc9	payment	1.5527676127534455	2	12	4
599d2fcf9490762a688af29fa4f10c2298a795053c3eeada01aa6970f8479965	payment	1.2878120919485676	16	15	25
785cd8c56bdaf314451bae7184f451bf995a0a6e21117ad16409dcb8a019a8f1	payment	1.890805870069304	12	14	20
763ad77158b0ff766b61eefbf706ed158e84e0e4aab5ee2b9b38775582d348e0	payment	1.6132164662338655	19	2	6
acd5719a91601911b5b4cd3f281935a60a13122570c26d30a1ec0deea7bd0b6f	payment	1.769373712140076	3	12	33
d62e8b129313e9bcb1a0f49e2eed99d17958b5362493a662b42cbfe0fb62410c	payment	2.123887205657453	1	11	15
4fdb6eee12483e0d5a3ea7fbac3c32db658da126334c245e135b8fe7decfd8d5	payment	1.914695087743293	4	11	10
40e6045e6213c6f126713bf268abb9ccaee5ea5a4ac515bfa2cd9f0b53a3e096	payment	2.018270524380538	12	9	11
51e654a3ad58465eb8d7b7be950d2d1cae9b861264e2423701f86adce170d38c	payment	2.088767921996461	12	18	2
d65a3cf45edbe450b3114306faab729ac1e56403e82ffeac430399c03e6ee46e	payment	2.174422997712612	5	17	4
d9c7f108d252c7e50e300de0459b5c844902515af985effe8531edc5a649d84c	payment	1.9549992843414499	16	15	8
b5de7cb4f6f1cfb56a78f526340626bd5ebc9bcd2bb9e385a571acfb72d5b135	payment	2.5277367210452253	7	16	13
dee6dfd4d1336585c2fce88cf3ae11e54aa674230d697cc0393f3ddde4b6a990	payment	2.489315297983804	6	13	6
e952c99691676ff38da9e7f8273f8f8f180ade48a5851b4826b1f5815d228ae7	payment	2.568774505117332	2	8	4
c1c63bddc11867e38bd1d49230b3141d2b7142b73385fefe0ae7e4715f281041	payment	2.431205271704026	11	17	16
4d9fb33d4ffd91c8a6a1e3f42c2a6e00047613f2a570fde5ba27544c63c488a3	payment	2.488801306460089	17	13	30
ce9c3a9d29684a7b5c54566c06fbdfcfb18c32cacc72939b4a80fbbba22f3475	payment	2.578954797205049	0	5	10
bd4f0e734dd35918c6195b092097226f76aaddae0f4702a077a03bd5ef2d2e55	payment	2.8942461165678814	13	8	25
18a178b11ffbd5db8dba7ced6f1bac924acf08529c1ca0bcf1a729993b345090	payment	2.990287534484609	15	9	26
af8b5c7d38999ac123b97f01940c0bb2fc62bb1dcbeb27a673f61812b5ce89e7	payment	2.840234655117733	11	15	16
438a67413bb19ffc18bb6ec3956208d79a4bc77cdbae51964915d1ccdfbf6673	payment	3.0272919739610025	9	11	10
1ffd9aee92b90a1b605f5f64dfb84786445b452a885a5c47593a3e036d1c9e81	payment	3.292599348997513	11	2	16
87dc708226630894549da5f24d48f616f6da3bde5cc015a13dd45cacf81f59f3	payment	3.3466340474018876	0	14	9
66b4fa13224459b180b1b2c4691203283b876ccbe2282c0492b36a6d11e34035	payment	3.5581562289050606	14	6	11
3d0d2662168d130e734786ee0c48b7ec9444721b9d8c3acd0da79877953b107e	payment	3.579922068749904	15	18	3
ee987045179f87118ec7fcaec3aaa2a3ae1b6da92af6c9b92214fee7add90316	payment	3.3139520581460005	19	9	7
cd3fba3a41ffc91f950ebbc088bf7b816dc7557c9282bec6d5e88c7baad3adfe	payment	3.4546021912516895	9	13	6
2564e0fbc51517a1766cde4782b5232c7c735b6dfe2b9f86dd04d34f2636c814	payment	3.6422670970005733	14	15	8
b17f485f2ddb36fb732b827ccdb2601059814b5cde523e68235555d6877a9261	payment	3.510962500482321	18	13	7
51c1a9daa14d020df00fb92ecb95cee4c813e877219742621187a472a2836172	payment	3.568039292631977	17	11	11
9fe72f9869a9bef370096214f26d5fd82616a962d17199ad92eb4fdb995545d1	payment	3.7295591402075545	12	15	5
17ec251a4d0c38c1f2ad4e8e375cb7b396bcf66f82f2e5a884ee23a7c98b696c	payment	3.5989371624568145	9	19	13
fd53416ec09e30754e32642f39102691411970d4d00b2a6a8ee926d39f39b6a2	payment	3.531361881093055	16	6	14
9520a7929328ad106bbbabf97675054a708fd4ef170f77bedcd18e3c9d460f45	payment	3.9447427174941643	11	14	9
3bd4a33e8d7e6e7f81ad8d24e601d501975cbc7b9829646bebac5aeb5368557c	payment	4.2250557801401065	7	2	26
5b9d2ff3662db9d1c7b035f361fea5bb2fc7f073b9adb4ccd4c6ecc2962c44f4	payment	4.082544353065943	8	10	4
89f36b4e7ae9d829cfe357d6495a8162963fb1a99cb0aae166dcd88ba29ee512	payment	4.3041030953434225	5	16	1
1b9a0f882a9f618c105af4046e3bd1a9cd8ddf3ed64c74bc26d6a2722b6b9c00	payment	4.065685222189393	19	11	7
88dec2633f3abdb3ffc0e4e66cee3993a0a45af0feea8ba401ac8151ae3890b4	payment	4.40819887749886	8	16	3
3ac740c8f7881e1a5e6703a258ce94ae778ed23bafbe92aeaf3173f78dc3a188	payment	4.804564392431912	12	1	12
4d507cd788c104fbaba373d45f9dae9ab22876628b20d5aab0c720c286fc4bb7	payment	4.61159222101735	8	5	11
94a7299a6a12f40f7dfe62a45ed012f648d033d59ff8ab655f5d1f45bd50970d	payment	4.8934474593606865	15	18	4
87b724c41a960850d1573f3ae93478a6bd1dc3e0043668d64966758415cdb34f	payment	4.790013010333548	0	17	15
50e5ec9cfc8d49a5a9fbe6f54bba2dcb2fc514512a460d6f5f013ca5d507530b	payment	4.948520809357994	11	8	6
372d6700d81472d5e6f018d08113bb619b476af0f5ce0881b5f1482fcd57dc7e	payment	5.1587052443359465	12	11	20
4992890cd06e3c3b29a3c4046b0def31741d9d1f11054e855e10289ed8af0256	payment	5.253828248198065	2	11	19
798d2b1579fa4029602e4088bd8348b6a2a6447db336c205afff3b3a7b92a598	payment	5.2176741170228444	4	11	2
e63a0e33e2e920ccd251e899a70922baf1f993e794dda0d09826154e1bdf9afa	payment	5.215343936355629	3	17	6
6c80aec0bd2e23a534d30c485afc774b4318f5b0c3225620742037abac8509e7	payment	5.207960782780497	8	4	3
eebfa8382a2eff2a427d03963a8b9e2d01f24979565e4f14a77bbcd9436863ee	payment	5.495822718305948	15	5	18
f3fbdf685e35489baeda72405d4c695fbf3db7d4d3b458f1c0df74fdd5ef9b9f	payment	5.704732913228769	12	8	6
36ab17fcbf4b9daaed98ad84bc9d602f86c9be251d0d2a872d85f666f4522c7f	payment	5.857788075166867	12	2	2
0bdec76d2d05653b4422ca71fe63641ed0f43e1bdc80231d6955f6a790e912f0	payment	5.996222897909256	14	4	13
4708f3bca5192edf062d7979d19ac7ac2328c8eb2ffb2380ae0a17aa7769d711	payment	5.725077660138164	16	1	5
7612272a917203efd7e4794cebb19283f969c19407e7c72d996ec5348a174188	payment	6.097794202494451	14	10	1
