Transaction ID	Transaction Type	Timestamp	Sender	Receiver	Amount (in BTC)
27e563d9cd390bd35dd8f1570d1fe9d685b65de32401ec961d73a672cece6b7d	init	0	coinbase	0	33
a09d22eaf0f4bc0cdcd702f7931d6ecb2db7ac6f2d317569c6c620b0488c7e87	init	0	coinbase	1	29
c454f7e726c435cf0c600766efb44c0c2c8db67650fde62fe24dffd3ea95b9ae	init	0	coinbase	2	37
7989cb033baabebd0a74b29f8a69d4852a8fa59e3cd178630c3974d7ea8f8a02	init	0	coinbase	3	29
1b6e1d2191088e209957bd8b298d64c6b8a77a267833df29d94d678b4bb40b5d	init	0	coinbase	4	37
7c1bad29101f346fa52b4eb1d22e35fef3ee4f5edee84a621234618d784e0834	init	0	coinbase	5	20
d4cd5d667274a8276cbd4bc4946cf6bd61b493e0f30c83494381df325f90ef4c	init	0	coinbase	6	34
2d82e1081340449b4f6a92a1dbd81662502594d9ea8be1651ee9b69d17152df3	init	0	coinbase	7	27
c8bb5bcc91a5b1bc1ac4fc0f0b78f1d5ebd5a27a4efe3625f76d16369d31431e	init	0	coinbase	8	34
36393270e0b210bd0e412dcb424e8292b57bc283e896d65790a057553532a27f	init	0	coinbase	9	26
4866e0acf7bc30d00547a524f4a9f1bced83777dbc2c7dc995ee9a6f3b138da8	init	0	coinbase	10	24
254976f7a3455076a6620f4c9ccec66a20ee413ef52bb87ae68a9fe252e0d68b	init	0	coinbase	11	35
223a322111fc2f8e71cd038138ed7d56e35ea96fd052f31eb5fcc64d950fba39	init	0	coinbase	12	30
5a163a4bc99e5d50a8b2c3502f912a0d5f1142eda208ac7fbbf41a8442e9e5d2	init	0	coinbase	13	29
906f2e4d536cf5b4b52c3900287dd0e2bb34e9d8a19742b1a59ed2f58dc29961	init	0	coinbase	14	36
48e061c3075dcfac245a1443165a435350d9e6be2f315f12f489de2736bc9700	init	0	coinbase	15	37
c4018551050fcacf66b33f1ac62aad8f0e6d7c3d19c4393c96cecbfd3b12e78d	init	0	coinbase	16	32
ab9a537e25845b8f8d833831bd4129b34921ef91876b4a275405f9f48ad5cc14	init	0	coinbase	17	33
c5bc685c9bf9be5d1fba249a1a863c603ccd331c168fc7785a04aff26c71931d	init	0	coinbase	18	24
ded11f7b74c9afb89fe4fc09c33ba631ac1520dcab4788e8b36beac35e622399	init	0	coinbase	19	29
42376914c977c46807565f58c6b0a29e5835948faa81194be9ec0edd96def592	payment	0.2857090804044158	8	12	19
8bece97d541dd5030700be3b3a6f39eb5119bbe6cb561798c943635f79ce831c	payment	0.014660011667209125	7	19	6
1ae13b2e2570fa96c4745f2c68e2a1a87a1a975ac090cf99a673d59bc5b1f073	payment	0.1947517004314016	4	10	16
498e59088cb2e8fef07f1f53a1bb5b766fac41839623bad5d82c8bf5f8a4e5c7	payment	0.5129177325089059	2	8	20
e27fe479bf3458cc67dec66dba19fab8ea44594eeccc2b1224dd200c2eda5a9a	payment	0.3963965174691525	10	2	10
a903be53c78cec312d4adb451202b93471070a5b45d7dc6a7a6e97525c81ab4c	payment	0.39330740259007535	1	7	1
da73789cd05962f41749f29cecd0e34b067bf66a64a73c734089268f5684a357	payment	0.651580664537933	2	11	8
1987387a39b8c29c25b515e84f881537633cb8457abebee46a5f6df7f23f7199	payment	0.44682601597029004	13	15	16
0aa47ff53c6f1fba6f1876309eaec756a9b9657c9b0030a08507aeefbbd604fd	payment	0.6134184855630525	3	7	23
b6288f643f3282f50e64539ab0140879dc5bd4b8fcaaa32316b04090525327a8	payment	0.4558737735575528	17	16	10
a3ba226dfde6ea2cd2dddc30a2a646b26b866c73bf64a663e7824e9cf866e579	payment	0.6783211756237956	19	11	27
8d8a2729be3b5775ca62bf811a1b69fda4cea7283bc8948544020aca5b016c08	payment	0.5861295022426405	9	19	7
39479d3e183112c6bd3a80c7064e6206182d703d53cd32fc1e1516a099c3cb63	payment	0.6817788613305523	12	16	15
803af1d516813ff82ba9d86f47680842a23c1b967f1d1297cb4eb515c733953a	payment	0.7340814763748613	1	7	2
e93a11e3ef3bb2b06b2de96cd1b5d10bb18e248b67d80009210098cbcfcee11f	payment	0.8069665999883304	10	17	12
52eed2b9a55edcb0692b52c372e779791d9e5171aeacf9f32cacd745e3b12b8e	payment	0.9185589005721696	16	9	2
